GPA,STEM,Demographic,Income,Athletics,Scholarship
3.358563794674376,1,White,Low,0,1
3.5143122566460905,0,Hispanic,Low,0,1
3.2879590114022377,0,Other minority,Upper,0,0
1.333764470727254,1,Hispanic,Low,1,1
3.985707139154826,1,Hispanic,Upper,1,1
3.9910464733452953,1,Other minority,Middle,1,1
3.015947909608638,0,Black,Upper,1,1
3.3611035238849705,1,Other minority,Upper,1,0
1.4744045395281031,0,Asian,Middle,1,0
3.270444993893543,0,Asian,Middle,1,1
1.7304870778427026,0,White,Middle,1,1
1.6749650117142187,1,Other minority,Low,1,0
3.37330605224932,1,Other minority,Low,0,0
2.315510502760202,0,Asian,Upper,0,0
1.884203959665596,0,Asian,Upper,1,0
3.257708673003987,0,Hispanic,Upper,1,0
3.774834339971619,0,Black,Middle,1,1
1.7324336227055497,1,Other minority,Low,0,0
3.32689546279282,0,Hispanic,Middle,1,0
3.786148804364639,0,Other minority,Upper,0,0
3.6648486720663613,1,Other minority,Low,1,1
3.89464370330918,1,Black,Upper,0,1
3.996901255576941,1,Other minority,Upper,0,0
3.7811353404559527,0,Other minority,Low,0,0
3.296962347406837,1,Other minority,Middle,1,0
3.8046890651708036,0,Other minority,Low,1,1
3.9233473870906193,0,White,Low,1,1
3.325563212613257,0,Hispanic,Upper,0,0
3.013560482809667,1,Other minority,Low,0,0
1.0425693610730526,1,Black,Upper,1,1
3.8403550415406875,1,Black,Upper,0,1
3.104130682491587,0,Hispanic,Low,1,1
3.5372882989363332,1,Other minority,Middle,1,1
3.771549005020897,1,Other minority,Middle,0,0
3.5408660807954337,1,Other minority,Middle,1,1
1.5523415070970312,0,Hispanic,Upper,1,0
3.3038679085045586,0,Hispanic,Low,1,1
2.350286467256555,1,Other minority,Middle,1,0
1.002515458126301,1,White,Middle,0,1
2.1182777575997482,1,Hispanic,Middle,0,0
1.1804517269628485,0,Black,Low,1,1
1.194491058615398,0,Asian,Upper,1,0
3.656100595661225,0,Asian,Upper,0,0
3.6662841012084266,0,Black,Middle,1,1
3.316743124127068,1,Hispanic,Upper,0,0
2.357662596668181,1,Asian,Low,1,1
3.8159806128014853,1,Asian,Low,0,1
3.7484722507989336,0,Asian,Middle,0,1
3.1638947440183274,0,Hispanic,Upper,0,0
1.8916255237640098,1,White,Low,1,1
1.7313834464013491,0,Other minority,Upper,0,0
2.2772019483229,1,Black,Middle,0,1
3.346240165063453,0,Asian,Middle,0,0
3.7319497754884523,1,White,Upper,1,1
1.9464470570958452,1,White,Upper,0,1
3.8401421662725026,1,Asian,Middle,0,1
3.766659679085137,1,Black,Middle,0,1
2.235354989845665,0,White,Upper,0,0
3.862968393725808,1,Asian,Upper,1,1
3.3373703831707244,0,Hispanic,Upper,1,0
2.2565058158556877,1,Other minority,Middle,0,0
3.875023497489663,0,White,Upper,1,1
3.8788020781256116,1,Asian,Low,0,1
1.3932671158525995,0,White,Low,0,1
3.3468185384000124,0,Other minority,Upper,0,0
3.683756203167542,0,Black,Low,0,1
2.380592673133621,1,Hispanic,Low,1,1
3.771946081002358,1,Black,Middle,0,1
3.607353927019047,1,Hispanic,Middle,1,1
1.9816978422017575,1,Asian,Upper,0,0
3.932354017938491,0,White,Low,1,1
3.653226835298324,1,Hispanic,Middle,1,1
1.3502146895194862,1,Other minority,Middle,1,0
3.165027121291132,1,Hispanic,Upper,0,0
3.661836675734566,1,White,Middle,0,1
3.2748701694818325,1,Asian,Upper,1,1
3.1848781677395914,1,Black,Middle,1,1
3.7080540754759754,0,White,Low,1,1
3.043622395503812,0,White,Middle,1,1
3.7948708299306086,1,Asian,Upper,0,1
3.068784812227712,0,Other minority,Middle,0,0
1.1904886510616557,0,White,Low,0,1
3.7245242497955973,0,Hispanic,Low,1,1
3.9653115331868176,0,Black,Upper,1,1
1.6400558900730284,0,Asian,Low,0,0
3.9806428108042757,0,Black,Upper,0,1
1.293693440379732,0,Asian,Low,1,1
2.0117355119912768,0,Asian,Middle,1,0
3.6006671411467606,0,Other minority,Upper,1,0
3.744049827640237,0,White,Middle,1,1
3.644641397527472,0,White,Low,0,1
3.5276225003697412,0,Other minority,Middle,1,0
3.2673554969588574,0,Other minority,Low,0,0
1.1827758416616794,0,Hispanic,Low,1,0
3.066937429044435,0,Asian,Low,1,1
1.8574112423442712,0,Asian,Low,0,0
3.8123152267975065,1,Hispanic,Middle,1,1
1.5118077099416798,0,Other minority,Upper,0,0
3.635936692677655,1,Other minority,Middle,1,1
1.4960029192497042,0,Asian,Middle,0,0
3.672562995602738,1,Black,Upper,0,1
3.694559258373779,0,Asian,Low,1,1
3.0936580022475852,0,Other minority,Low,1,0
3.2595394064204823,1,Other minority,Low,1,1
3.348924823965148,0,Asian,Middle,1,1
3.6768384906924,1,Hispanic,Low,0,1
3.024729395189538,1,White,Low,0,1
3.0810398017255403,0,Black,Upper,0,0
3.2173169742868537,1,White,Upper,1,1
2.23890568909154,0,Hispanic,Upper,0,0
1.502196802841293,1,Hispanic,Upper,1,0
1.8951650410285454,1,Hispanic,Upper,1,0
3.3253308938048853,1,Asian,Upper,0,0
1.5298325184727561,1,Hispanic,Middle,1,0
3.989487172702926,1,Other minority,Upper,1,0
2.1482931389308266,0,White,Middle,0,1
3.352312015887721,1,Asian,Middle,0,1
1.304661107964818,0,Black,Upper,1,0
2.2336527269460538,1,Hispanic,Middle,1,0
3.203785498672935,0,White,Low,1,1
3.317381533324467,0,Other minority,Low,1,0
3.816236312506437,0,Black,Middle,0,1
3.694981851291255,0,Other minority,Low,1,1
1.706565284757986,1,Other minority,Low,1,0
1.9374750547235966,1,White,Upper,1,1
3.309831180947345,1,Other minority,Low,1,1
3.253277358800398,1,Black,Upper,1,1
3.924782027403436,1,Black,Low,1,1
1.6875806771714936,0,Other minority,Upper,0,0
3.0798330781232424,1,Other minority,Low,0,0
1.1662301090994394,1,Other minority,Low,1,0
3.188479802676751,1,Hispanic,Upper,1,0
2.1748266746310136,1,Black,Middle,0,1
3.150533573795158,0,White,Middle,0,1
3.069842889328349,0,Other minority,Upper,0,0
3.308317661351276,1,Black,Middle,0,1
3.7201950300565065,0,Other minority,Low,1,1
1.0792674145036103,0,Asian,Low,1,1
3.3010030984498426,1,White,Low,0,1
3.7567320579049532,0,Asian,Middle,1,1
1.7486806338318424,0,Other minority,Upper,0,0
3.1712834025967687,1,Black,Middle,0,1
3.9917977217866416,1,Other minority,Low,1,1
1.677016876026395,1,Asian,Low,1,1
3.5668921073565167,1,Asian,Middle,1,1
2.140346974016696,0,Other minority,Low,0,0
1.1477875328761469,0,White,Middle,1,1
2.3973801122000724,1,Black,Middle,1,1
3.0527308066420016,1,Other minority,Upper,1,0
3.270283221449014,1,Other minority,Middle,1,0
2.329348425889699,1,White,Upper,1,1
3.2136130086195682,1,Other minority,Upper,1,0
1.7500219961371846,0,White,Middle,0,1
3.852333048620713,1,Black,Low,1,1
1.8596668996843313,1,White,Upper,0,1
3.39975496579078,1,Other minority,Middle,1,0
3.521412897042863,1,Asian,Upper,0,1
1.137736169381618,0,Hispanic,Middle,1,0
3.1564529555827843,0,Hispanic,Middle,0,0
3.0746759972947766,1,Asian,Low,1,1
1.8787364677011529,0,Other minority,Upper,0,0
3.0344179827712456,0,Hispanic,Middle,1,0
1.8952816986343994,0,Other minority,Middle,1,0
3.907279620945122,0,Asian,Upper,1,1
2.098157370705136,0,White,Upper,0,0
3.109890956001845,1,Asian,Upper,1,1
3.526008765668172,1,Black,Middle,0,1
2.312620879803565,0,Black,Middle,1,1
3.814072119381372,0,Hispanic,Upper,0,0
1.2054166404142446,1,Asian,Upper,1,0
1.5546821103454393,1,Black,Middle,1,1
3.891405014922865,1,White,Upper,1,1
3.116406349517221,0,Asian,Upper,0,0
2.325188691007334,0,Black,Upper,0,0
3.6985134692522954,1,Asian,Middle,1,1
1.2988964660727393,0,Black,Low,0,1
1.6777267773733766,0,Hispanic,Middle,1,0
3.3337988154695704,0,White,Upper,0,1
1.6179625888985654,0,Hispanic,Middle,1,0
3.896643877977128,1,Other minority,Middle,0,0
1.3520924920611557,1,White,Low,0,1
3.227712924204212,0,Hispanic,Middle,0,0
1.0537989616765224,1,Asian,Low,1,1
3.6705498155400793,1,Other minority,Upper,0,0
2.336556611358281,1,Other minority,Middle,1,0
3.16433154382815,0,Black,Low,1,1
1.9948515267166986,1,White,Middle,0,1
3.3689363406407713,0,White,Upper,0,1
1.2618737663211503,1,Black,Middle,0,1
3.5759779956071784,0,Other minority,Upper,0,0
3.2997603336994517,0,Black,Upper,0,0
3.7026559887732704,0,White,Upper,0,1
3.937311761271301,0,Black,Middle,1,1
3.6437061049720767,1,Asian,Middle,0,1
3.09555744818718,0,Asian,Middle,0,0
3.122778020934659,1,White,Middle,1,1
3.0080690074143335,1,Hispanic,Upper,1,0
3.9293793397406325,1,Black,Low,1,1
1.859638378870359,0,Other minority,Upper,0,0
3.9830266614478242,0,White,Low,1,1
3.274618235748446,0,White,Low,0,1
1.3785999652945555,1,Hispanic,Low,1,1
1.8566153532169136,1,Black,Low,0,1
3.0416696904153584,1,Black,Low,1,1
3.8506546675150175,0,Hispanic,Low,1,1
3.0798784691771273,1,Hispanic,Upper,0,0
3.922627187196237,0,Black,Upper,0,1
1.1565455036580936,0,Other minority,Low,0,0
3.147280045878508,0,Hispanic,Middle,0,0
3.719339166147638,1,Hispanic,Low,0,1
2.117370247033035,1,Asian,Low,0,1
2.289623350012179,1,White,Upper,1,1
3.1348335011952635,0,White,Low,1,1
1.5292640640808295,0,White,Low,1,1
3.8655172875979633,0,White,Low,1,1
3.756602508105445,0,Other minority,Upper,0,0
1.9113201456934341,0,Hispanic,Upper,1,0
3.8550700684409094,0,Hispanic,Low,1,1
1.9025686534827668,1,Black,Low,0,1
1.2537573391866745,0,White,Low,0,1
3.0474548718810537,1,Black,Low,1,1
3.314479967661784,0,Asian,Upper,1,0
3.5057897042761095,1,Hispanic,Low,1,1
1.7719868689459217,1,Black,Low,0,1
3.343153518204296,1,Black,Middle,1,1
3.247363959384806,0,Asian,Upper,0,0
3.9387036349866253,0,Asian,Low,1,1
3.0118777231070912,1,White,Upper,1,1
3.6080039990402466,0,Other minority,Middle,1,0
3.863158911422342,1,Hispanic,Middle,1,1
1.5921353696765546,1,Asian,Middle,0,0
3.7512841552257123,0,Hispanic,Upper,0,0
3.742925068729819,0,Other minority,Low,0,0
3.729874366115077,1,White,Upper,1,1
1.8674482097999259,1,Black,Upper,1,1
3.897244946097067,1,Hispanic,Middle,0,1
3.950140000922846,0,White,Middle,0,1
3.19160334974167,1,Hispanic,Middle,1,1
3.6170601068232697,0,White,Upper,1,1
1.6593279802961267,1,Hispanic,Middle,0,0
2.3640810967921855,0,White,Middle,0,1
3.7013940223068182,0,Hispanic,Upper,1,0
3.219359413462959,0,Black,Middle,0,1
3.7198802755311626,1,White,Low,0,1
3.037942687526185,0,White,Upper,1,1
3.790410600678973,1,Black,Middle,0,1
2.001779901634876,1,Asian,Low,1,1
3.1180038555439356,0,Hispanic,Middle,1,0
1.745530595084647,1,Black,Low,0,1
1.4475535821253418,0,Hispanic,Middle,1,0
3.981470970420192,0,White,Upper,1,1
1.4738895279094173,1,Asian,Low,1,1
1.250619374400634,0,Black,Middle,1,1
1.801077885271321,0,Other minority,Upper,0,0
1.5188150340972613,1,Other minority,Middle,1,0
2.001001023963524,1,Black,Low,1,1
2.154091445769592,0,White,Middle,1,1
3.1291091399482176,0,Asian,Middle,0,0
3.9595421503401105,1,Hispanic,Middle,1,1
3.368753818360384,0,White,Middle,0,1
3.1101977006048895,1,White,Low,1,1
1.2402032479464364,1,Black,Upper,1,1
3.849826391081777,1,Asian,Upper,0,1
3.20096107035214,1,Other minority,Upper,0,0
2.305282967526768,0,Hispanic,Upper,1,0
3.796020662812866,0,Other minority,Upper,1,0
3.920573881617999,1,Other minority,Upper,1,0
3.297183684939406,0,Other minority,Low,0,0
3.76302658907082,0,White,Upper,0,1
3.1592887285655453,1,Black,Upper,0,1
3.2546279290290756,1,Asian,Middle,0,1
3.3384792585574816,0,White,Upper,1,1
3.72404668518008,1,Black,Middle,1,1
1.8935583484739817,1,Black,Upper,0,0
3.165595524806938,1,Asian,Low,0,1
3.9509598347656754,1,Asian,Upper,1,1
3.0765249567493496,0,Other minority,Low,0,0
3.6275047696646485,1,Black,Upper,1,1
3.260671063921273,1,Hispanic,Upper,0,0
3.1657585123423995,0,Hispanic,Upper,1,0
3.843865184281349,1,Other minority,Upper,1,0
3.6535470009606703,0,Asian,Upper,0,0
1.1830008423055376,1,Black,Low,1,1
3.156131713735756,0,White,Low,1,1
1.5409759783822952,1,White,Low,0,1
3.7958677694363296,1,Black,Low,1,1
2.3536205896449767,0,Other minority,Upper,1,0
3.999783019601373,1,Asian,Low,1,1
3.7641417419025127,0,Hispanic,Upper,0,0
3.3778272912295964,1,Other minority,Low,0,0
3.066158485218384,0,Hispanic,Upper,1,0
1.6439742039390846,0,Other minority,Low,0,0
3.2843095260346575,0,Hispanic,Upper,1,0
2.0592762089751897,0,Hispanic,Middle,0,0
3.8493253647070294,0,Other minority,Upper,1,0
3.0744268182952856,1,Asian,Upper,0,0
3.0306427696638485,1,Other minority,Low,0,0
1.097936373048143,0,Hispanic,Low,1,0
3.74845664683161,1,Asian,Low,1,1
1.6649003211062694,0,White,Low,0,1
3.559101490855423,1,White,Middle,0,1
3.287354543817772,0,Other minority,Middle,1,0
3.1026749987021347,0,Asian,Low,0,1
1.8022356975311022,1,Black,Low,0,1
3.8978769791824264,1,Hispanic,Middle,1,1
1.163380946267131,0,Asian,Upper,0,0
2.1727359038192304,0,Asian,Low,0,0
1.2996462809746745,1,Hispanic,Middle,0,0
1.0142809375357615,1,Black,Upper,1,1
3.756870077995253,1,White,Middle,0,1
3.2019809338616225,1,Black,Upper,0,1
3.8049553302144505,0,White,Low,0,1
3.5855440415559383,0,Black,Low,1,1
1.0214994191844744,1,Hispanic,Upper,0,0
3.1085996237465876,0,Hispanic,Low,0,0
3.0852344875461513,1,White,Middle,1,1
3.7210438856760364,1,Asian,Middle,1,1
3.1176482679365667,1,White,Low,1,1
1.2756908586412055,1,Hispanic,Low,0,0
3.700735400866935,1,Asian,Upper,0,1
3.7305329729247316,1,White,Middle,0,1
1.4606720312413652,1,Hispanic,Upper,0,0
3.5147016491990266,1,Black,Low,1,1
3.9328709596912024,1,Hispanic,Upper,1,1
3.327984597988488,1,Black,Middle,0,1
3.243008645129461,0,Hispanic,Low,1,1
1.0710440995891262,1,Asian,Upper,1,0
3.6005115096518345,0,White,Middle,1,1
2.0056054176875633,1,Other minority,Upper,1,0
3.3914475369711745,1,White,Low,0,1
3.5701219003511975,0,Hispanic,Low,0,1
3.145836386156128,1,Hispanic,Low,0,1
3.780314315609382,1,Hispanic,Low,1,1
3.2844523474355816,1,Other minority,Low,1,1
3.2000047243699257,0,White,Middle,1,1
3.06325912655953,1,Black,Low,1,1
3.8764473983420595,0,Black,Middle,0,1
3.5575060840675303,1,Other minority,Middle,1,1
3.9613396315327174,1,Other minority,Middle,0,0
2.082822736238133,1,Asian,Middle,0,0
3.3189184214530107,0,Black,Low,1,1
1.5770362553419663,1,Hispanic,Middle,1,0
1.0619758331278575,0,Hispanic,Middle,0,0
1.194131745479039,0,Other minority,Low,1,0
3.6378396651805653,1,Hispanic,Upper,1,1
1.1795320091861732,0,Black,Low,0,1
1.8059213330381723,1,Asian,Middle,0,0
3.5426454244872803,0,Hispanic,Low,1,1
1.639643837315685,0,Hispanic,Upper,0,0
3.3380139883797506,1,Black,Low,1,1
3.867637582081961,1,White,Middle,0,1
3.3197742252642595,1,White,Low,0,1
3.511233425831754,0,White,Low,0,1
1.539066571097285,0,Asian,Middle,0,0
3.3639496134125055,1,Other minority,Middle,1,0
3.860960499077145,0,Asian,Upper,0,0
3.2492994858415436,0,Other minority,Low,1,0
3.315198335379648,0,White,Low,0,1
3.3850023677386587,0,Other minority,Middle,1,0
3.2811531684590354,1,Asian,Upper,0,0
3.1504326112538075,0,Other minority,Low,0,0
1.7649708809455205,0,Asian,Upper,1,0
3.32566138913785,0,Hispanic,Middle,0,0
3.545318037385673,0,Other minority,Middle,1,0
3.747065672773375,0,Asian,Upper,0,0
3.860143088912569,1,Asian,Middle,1,1
3.5036231732508223,0,Black,Middle,1,1
1.337047804903768,0,Other minority,Low,0,0
3.1800745582841006,0,Black,Low,0,1
3.0123315471181757,0,Asian,Middle,1,1
3.9438094783456914,1,White,Upper,0,1
3.097057602246956,0,Other minority,Low,1,0
2.0441757318686378,1,Other minority,Upper,1,0
3.6679591489775745,1,Black,Low,0,1
3.2306931228887663,0,Hispanic,Upper,0,0
3.0362700390738127,1,Hispanic,Low,0,1
3.966356161064514,1,Other minority,Low,1,1
3.9023962461226334,0,Hispanic,Middle,0,0
3.78713196063508,1,Hispanic,Low,0,1
1.6252615700686412,1,Asian,Middle,1,1
3.601041331126085,1,Hispanic,Upper,0,0
1.80678512709424,1,Black,Low,0,1
3.2510941822014487,1,Hispanic,Upper,1,0
3.556319201671105,0,Asian,Middle,0,1
3.8678951441689664,1,White,Upper,1,1
1.0812235629298745,1,White,Upper,1,1
2.163426633483249,1,Asian,Low,1,1
1.511383094678251,0,Hispanic,Low,1,0
3.722945057580932,1,Other minority,Low,0,1
1.8434953511470114,1,White,Middle,1,1
1.6191446620126164,0,Hispanic,Middle,1,0
2.305122282234976,0,Black,Low,1,1
2.10552563825771,0,Hispanic,Upper,0,0
1.6644431148064922,0,Hispanic,Low,0,0
2.190929549398276,0,White,Low,1,1
3.6688091033548735,0,Black,Middle,0,1
3.385774877132264,0,Black,Upper,1,1
3.2320647028659586,0,Asian,Low,0,1
3.8853393149486948,1,Other minority,Low,0,1
3.7391648756811513,1,Other minority,Middle,0,0
3.180746457393717,0,White,Low,0,1
3.0449947771263104,0,Hispanic,Middle,0,0
3.395193037321778,0,Black,Middle,1,1
3.1461528155081133,0,Asian,Middle,1,1
3.6957635069662707,1,Hispanic,Upper,0,0
1.8985735514257989,0,Other minority,Upper,1,0
3.0639427748126047,1,Asian,Low,1,1
1.3343910053760024,1,Black,Upper,0,0
1.2705166379316075,1,Hispanic,Middle,1,0
3.105860244662138,1,Asian,Middle,0,1
3.6777983255146554,1,White,Upper,1,1
3.5118233203629634,0,Other minority,Low,0,0
1.5571023974390967,0,Other minority,Upper,1,0
3.932386670605819,0,White,Middle,0,1
3.694340245710825,0,Asian,Low,1,1
2.1503234823115926,0,Black,Middle,0,0
1.7490987847525785,1,Other minority,Low,1,0
3.641987862252459,0,White,Middle,0,1
3.9270722246896956,0,White,Upper,1,1
1.3462870218997067,0,Other minority,Low,0,0
2.381116139823983,0,White,Middle,0,1
3.890711365213708,1,White,Upper,0,1
1.344866290591011,1,Asian,Upper,0,0
3.626600237038138,1,Other minority,Middle,1,1
3.067550970097597,0,Hispanic,Upper,1,0
1.1015932349012096,1,Other minority,Middle,0,0
2.0575781425924595,0,Black,Upper,0,0
1.654415583940045,1,Other minority,Upper,1,0
3.737885379132784,1,White,Upper,0,1
3.568546247135912,0,Hispanic,Middle,1,1
3.795647104907612,0,Other minority,Middle,0,0
3.926299498140365,1,Black,Middle,1,1
3.35612611449642,0,White,Upper,0,1
3.174400095346988,1,Asian,Middle,1,1
3.5937581797913682,0,Other minority,Middle,0,0
3.629510494313983,1,Hispanic,Middle,0,1
3.797229800134886,0,White,Middle,0,1
3.0071977255880635,1,Asian,Middle,0,1
3.7477366736469437,0,White,Middle,0,1
3.0281683793523815,1,Asian,Middle,1,1
2.057646729996776,1,Hispanic,Low,0,0
3.829129555660847,0,Asian,Low,0,1
3.7249137148480314,1,Asian,Upper,0,1
3.324322632472827,1,White,Middle,0,1
3.743154200874743,1,White,Upper,1,1
3.9634811235391934,1,Other minority,Middle,1,1
3.266882846650079,1,Hispanic,Low,0,1
3.832598398497385,0,Asian,Middle,0,1
3.8480525538842025,1,Black,Upper,0,1
2.168822532408485,0,White,Upper,1,1
3.2301379711634013,0,Black,Low,0,1
3.3623961746152062,1,Other minority,Upper,0,0
3.538076165131466,0,Hispanic,Upper,1,0
3.124071233086361,0,White,Low,0,1
3.709728676157963,1,Other minority,Low,0,1
1.4557379049662875,1,Black,Low,1,1
1.7721026780469944,1,Hispanic,Low,0,0
3.129877803512547,1,Hispanic,Upper,0,0
3.3435568644157176,0,Black,Low,1,1
3.399208474624771,0,Black,Low,0,1
3.0834547174556644,1,White,Middle,1,1
2.326560539749816,0,Black,Upper,0,0
2.1605595963328676,1,White,Low,1,1
3.1318678630974204,0,Asian,Low,0,1
3.111171047724588,1,Asian,Low,0,1
3.7710002823309394,1,Black,Upper,0,1
3.0009686460669593,0,Asian,Low,0,1
3.1641207419851156,1,White,Middle,0,1
3.0310101603130524,0,Black,Upper,1,1
3.5694325130675435,0,Hispanic,Middle,1,1
2.169164293648132,1,Asian,Middle,1,1
1.465257524515839,0,Hispanic,Middle,0,0
3.849080128842417,0,Asian,Low,0,1
3.6458770143579384,1,Asian,Low,0,1
1.8650413831552197,0,Other minority,Middle,0,0
3.7862526428719705,1,Hispanic,Upper,0,0
3.6398148633579006,1,White,Low,0,1
1.9797351375246686,1,White,Middle,1,1
3.6084226961589314,1,Other minority,Middle,1,1
1.0495151848114512,0,White,Upper,0,0
3.8620532816994695,1,White,Low,0,1
3.151153561268236,0,White,Upper,0,1
1.6618905110135211,0,Black,Middle,1,1
3.75135129355154,1,White,Low,1,1
2.2161338786667177,0,Asian,Middle,0,0
3.9575520684637486,1,Hispanic,Low,1,1
2.0355096283584393,0,Other minority,Middle,1,0
3.164256015817482,0,Black,Middle,1,1
3.386540283947977,1,Black,Middle,0,1
1.5996669343142385,0,Black,Low,1,1
3.1081693730090065,1,Hispanic,Low,0,1
1.819506619148144,0,White,Low,0,1
3.175350183377326,0,Black,Low,0,1
3.24607580324141,0,Hispanic,Low,1,1
1.4273749265305158,0,Hispanic,Low,0,0
3.3507657076175468,1,White,Upper,0,1
3.379076723780618,0,Other minority,Upper,0,0
3.0686527492133373,1,White,Upper,1,1
1.0662458063978124,1,Asian,Middle,0,0
3.3334139421970135,0,White,Low,0,1
1.8486283532003638,0,Hispanic,Low,0,0
3.0199268326413704,0,Asian,Upper,0,0
3.665109635765396,0,Other minority,Middle,1,0
3.6657590310664703,0,Asian,Middle,1,1
3.6976953053522843,1,Black,Low,0,1
2.3589768901859203,0,Black,Middle,1,1
2.2964303539601563,0,Black,Upper,1,0
3.179529917712063,1,Hispanic,Upper,0,0
3.5679209400723018,1,Black,Upper,1,1
3.193996365771775,0,Other minority,Low,1,0
3.1173002467422344,0,Asian,Low,1,1
3.9781594794554245,1,Hispanic,Low,0,1
3.07141196658275,1,White,Low,0,1
1.6107632443121567,0,White,Middle,1,1
2.2100091673285567,1,Asian,Upper,1,0
3.6222824603648673,0,Asian,Middle,0,1
3.646125386653118,0,Asian,Upper,1,1
3.972792023054231,0,Other minority,Upper,0,0
3.3597376655069358,0,Other minority,Upper,0,0
3.8656126543955516,0,White,Upper,0,1
2.1124533349014074,0,Hispanic,Middle,0,0
1.4326983913962839,0,Other minority,Middle,1,0
1.2585407449038348,1,Hispanic,Upper,1,0
3.775291891388187,1,Hispanic,Middle,1,1
3.6354064705817386,1,Hispanic,Middle,0,1
3.3000674598014377,0,Asian,Middle,0,0
3.3114303555465012,1,Black,Upper,1,1
3.3358667805644524,0,White,Upper,0,1
3.2905051414171087,1,Other minority,Middle,1,0
2.0678353975379924,1,Other minority,Low,0,0
3.8527597160377156,0,Other minority,Middle,0,0
3.1965106096331195,1,Asian,Low,1,1
3.576804031738191,0,Black,Middle,0,1
1.5497164316856502,0,Asian,Upper,0,0
3.1510158213377992,0,Other minority,Low,1,0
2.335018570271572,1,Black,Upper,0,0
3.730425170651747,0,Hispanic,Middle,1,1
3.15079063892547,1,Other minority,Upper,0,0
1.8512447458395074,1,Asian,Upper,1,0
1.8132741358004427,1,Black,Middle,1,1
1.5157979076388113,0,Asian,Low,0,0
3.6523306725497164,1,Hispanic,Upper,1,1
3.272662043650428,0,Other minority,Upper,0,0
1.5499556395300946,0,Other minority,Low,1,0
3.3135781549389156,1,Asian,Middle,1,1
1.8864689209342138,1,Hispanic,Upper,1,0
3.0200063481557096,1,Black,Low,1,1
2.3685763064514114,0,White,Upper,0,0
3.3686738694718814,1,Hispanic,Middle,1,1
2.2882041009475595,0,Black,Middle,1,1
3.9152514081422876,1,Other minority,Upper,1,0
2.0310410789676556,1,Hispanic,Low,0,0
2.174652256809718,1,Black,Low,0,1
3.880191827586305,1,Asian,Middle,1,1
1.0815607677436097,1,Hispanic,Low,1,1
3.202079118580895,1,Other minority,Low,1,1
3.7383840177355503,1,Asian,Low,1,1
3.2096613898392445,1,Other minority,Upper,1,0
3.740446771794811,1,Other minority,Middle,1,1
3.088195450076184,1,Other minority,Upper,1,0
1.9435247703261949,0,White,Low,1,1
3.9434376135926517,1,White,Middle,0,1
1.7168479644603123,0,Black,Middle,1,1
3.027493908744117,1,Asian,Upper,1,1
3.1937082813937954,0,Hispanic,Middle,0,0
3.786999447898359,1,Other minority,Upper,1,0
3.1399107434407503,0,Asian,Middle,1,1
3.070033057591636,0,White,Upper,1,1
2.3718807357954916,1,Other minority,Upper,0,0
1.6287329996333253,0,Hispanic,Middle,0,0
3.2607392683239573,0,Other minority,Upper,0,0
1.7027002134242024,1,Black,Middle,0,1
2.100474917393811,0,White,Middle,0,1
3.764243898166365,1,Black,Low,1,1
3.1313455349462727,0,Asian,Low,0,1
1.4566669370619387,1,Asian,Middle,1,1
3.9220434961856308,1,Other minority,Upper,1,0
3.679721562178752,0,Hispanic,Upper,0,0
3.2378357144495697,1,Asian,Middle,1,1
1.909839436852744,1,Hispanic,Middle,1,0
2.0821167558420797,1,Hispanic,Upper,0,0
2.00878258907631,1,Hispanic,Low,1,1
3.003278314240858,0,Other minority,Upper,0,0
3.799751251195053,1,White,Upper,1,1
3.865320857244999,0,Hispanic,Low,1,1
3.139068553471799,1,Asian,Low,0,1
3.0188065439813934,0,Black,Upper,1,1
3.174457566607424,1,Hispanic,Low,1,1
3.6505923188086866,1,Asian,Low,0,1
3.544022369155018,1,Other minority,Upper,1,0
1.6699029182863883,0,White,Middle,1,1
3.1665885374495035,0,Hispanic,Middle,1,0
1.2568284138820156,0,Hispanic,Middle,1,0
1.32475631500647,1,Other minority,Middle,1,0
3.9732748669036906,0,Hispanic,Upper,0,0
3.5578434525229774,1,Other minority,Middle,1,1
1.3905483172728113,1,White,Low,1,1
2.111758165151988,1,Black,Low,1,1
1.0371514779773419,1,Black,Upper,0,0
3.2159826489943497,0,Other minority,Middle,1,0
3.5126962738285306,0,Hispanic,Low,0,1
3.3001460812531516,0,Black,Low,0,1
1.7733314305748378,1,Other minority,Low,1,0
3.1494348288158482,0,Other minority,Upper,0,0
3.327721984748344,0,White,Low,0,1
2.2743292066146203,1,Black,Low,1,1
3.5995379542377623,0,Black,Low,1,1
3.6070566746785855,1,White,Low,0,1
3.332573119593247,1,Black,Upper,0,1
2.1306509440601955,1,Asian,Upper,0,0
3.6537582863248144,0,Black,Middle,0,1
3.604801495672307,1,Hispanic,Low,0,1
3.5644994147123175,1,White,Middle,0,1
3.1349614362744007,0,Other minority,Middle,0,0
3.3802911119404784,1,White,Low,1,1
2.0611875465569414,0,Other minority,Upper,1,0
3.1742201145510074,0,Other minority,Upper,1,0
1.4124526600993084,0,Other minority,Middle,0,0
1.7881550347955664,0,Other minority,Middle,0,0
3.038243151234614,0,Black,Low,0,1
1.205749913086728,1,Other minority,Low,0,0
1.9572292140543512,1,White,Middle,1,1
3.012801936528701,1,Hispanic,Low,0,1
3.3201447924743186,1,Black,Upper,0,1
1.5691601982680567,0,Other minority,Upper,1,0
